COMPANY,CIK,SIC
"First Federal of Northern Michigan Bancorp, Inc.",1128227,6021
FIRST FINANCIAL BANCORP /OH/,708955,6021
FIRST FINANCIAL BANKSHARES INC,36029,6022
FIRST FINANCIAL CORP /IN/,714562,6022
FIRST FINANCIAL CORP /TX/,36315,6162
FIRST FINANCIAL HOLDINGS INC /DE/,787075,6035
FIRST FINANCIAL SERVICE CORP,854395,6035
FIRST FRANKLIN CORP,742161,6036
FIRST FRANKLIN FINANCIAL CORP,38723,6141
"First Franklin Mortgage Loan Trust 2004-FF10 Asset-Backed Certificates, Series 2004-FF10",1306555,6189
"First Franklin Mortgage Loan Trust 2004-FF11 Asset-Backed Certificates, Series 2004-FF11",1311506,6189
First Franklin Mortgage Loan Trust 2004-FF2,1288742,6189
First Franklin Mortgage Loan Trust 2004-FF4,1294271,6189
FIRST FRANKLIN MORTGAGE LOAN TRUST 2004-FF5,1299036,6189
First Franklin Mortgage Loan Trust 2004-FF6,1298535,6189
First Franklin Mortgage Loan Trust 2004-FF7,1301923,6189
First Franklin Mortgage Loan Trust 2004-FF8,1311444,6189
FIRST FRANKLIN MORTGAGE LOAN TRUST 2004-FFH2,1295855,6189
First Franklin Mortgage Loan Trust 2004-FFH4,1313137,6189
FIRST GEORGIA COMMUNITY CORP,1024132,6022
FIRST GROWTH INVESTORS INC,1047857,5180
FIRST HARTFORD CORP,36369,6500
FIRST HORIZON NATIONAL CORP,36966,6021
FIRST INDIANA CORP,789670,6035
FIRST INDUSTRIAL LP,1033128,6798
FIRST INDUSTRIAL REALTY TRUST INC,921825,6798
FIRST INTERSTATE BANCSYSTEM INC,860413,6022
FIRST INVESTORS FINANCIAL SERVICES GROUP INC,948034,6141
FIRST IPSWICH BANCORP /MA,885979,6021
FIRST KEYSTONE CORP,737875,6022
FIRST KEYSTONE FINANCIAL INC,856751,6035
FIRST LITCHFIELD FINANCIAL CORP,840886,6021
FIRST M&F CORP/MS,320387,6022
FIRST MARBLEHEAD CORP,1262279,6141
FIRST MARINER BANCORP,946090,6022
FIRST MCMINNVILLE CORP,743397,6021
FIRST MERCHANTS CORP,712534,6021
FIRST METROPLEX CAPITAL INC,1272754,6021
FIRST MID ILLINOIS BANCSHARES INC,700565,6022
FIRST MIDWEST BANCORP INC,702325,6021
FIRST MONTAUK FINANCIAL CORP,83125,6211
FIRST MUTUAL BANCSHARES INC,1098337,6022
FIRST NATIONAL BANCSHARES INC /SC/,1095274,6021
FIRST NATIONAL BANCSHARES INC/ FL/,1067077,6021
FIRST NATIONAL COMMUNITY BANCORP INC,1035976,6021
FIRST NATIONAL CORP /VA/,719402,6022
FIRST NATIONAL FUNDING LLC,1171040,6189
FIRST NATIONAL LINCOLN CORP /ME/,765207,6021
First National Power Corp.,1142129,4911
FIRST NIAGARA FINANCIAL GROUP INC,1051741,6036
FIRST NILES FINANCIAL INC,1065823,6035
FIRST NORTHERN COMMUNITY BANCORP,1114927,6035
FIRST OAK BROOK BANCSHARES INC,717837,6022
FIRST OF LONG ISLAND CORP,740663,6021
FIRST OTTAWA BANCSHARES INC,1099668,6022
FIRST PACTRUST BANCORP INC,1169770,6021
FIRST PLACE FINANCIAL CORP /DE/,1068912,6035
FIRST POTOMAC REALTY TRUST,1254595,6798
FIRST PULASKI NATIONAL CORP,354706,6021
FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,36840,6798
FIRST REGIONAL BANCORP,356708,6022
FIRST RELIANCE BANCSHARES INC,1172102,6021
FIRST REPUBLIC PREFERRED CAPITAL CORP,1143834,6798
FIRST ROBINSON FINANCIAL CORP,1035991,6035
FIRST SECURITY GROUP INC/TN,1138817,6021
FIRST SOUTH BANCORP INC,1097631,6036
FIRST SOUTH BANCORP INC /VA/,1027183,6022
FIRST STATE BANCORPORATION,897861,6022
FIRST STATE FINANCIAL CORP/FL,1282582,6022
FIRST UNITED CORP/MD/,763907,6021
FIRST USA CREDIT CARD MASTER TRUST,890493,6189
FIRST WEST VIRGINIA BANCORP INC,37049,6022
FIRST WILKOW VENTURE,37070,6512
FIRSTBANK CORP,778972,6022
FIRSTBANK NW CORP,1035513,6036
FIRSTBINGO COM,1120285,7990
FIRSTCITY FINANCIAL CORP,828678,6153
FIRSTENERGY CORP,1031296,4911
FIRSTFED FINANCIAL CORP,810536,6035
FIRSTMERIT CORP /OH/,354869,6021
FIRSTPLUS FINANCIAL GROUP INC,1000368,6141
FIRSTSERVICE CORP,913353,6500
FIRSTWAVE TECHNOLOGIES INC,897078,7372
FISCHER IMAGING CORP,750901,3844
FISCHER WATT GOLD CO INC,844788,1040
FISERV INC,798354,7374
FISHER COMMUNICATIONS INC,1034669,4833
FISHER SCIENTIFIC INTERNATIONAL INC,880430,5040
FIVE STAR PRODUCTS INC,922408,5070
FIVE STAR QUALITY CARE INC,1159281,8051
FLAG FINANCIAL CORP,897509,6035
FLAGSTAR BANCORP INC,1033012,6035
FLAMEL TECHNOLOGIES SA,1012477,2834
FLANDERS CORP,799526,3564
FLANIGANS ENTERPRISES INC,12040,5812
FLATBUSH FEDERAL BANCORP INC,1243496,6021
FLEETWOOD ENTERPRISES INC/DE/,314132,3716
FLEXIBLE SOLUTIONS INTERNATIONAL INC,1069394,2890
FLEXPOINT SENSOR SYSTEMS INC,925660,3829
"flexSCAN, Inc.",216593,6512
FLEXSTEEL INDUSTRIES INC,37472,2510
FLEXTRONICS INTERNATIONAL LTD.,866374,3672
FLIGHT SAFETY TECHNOLOGIES INC,1144879,3812
FLIR SYSTEMS INC,354908,3812
Flooring Zone Inc,1289636,5211
FLORIDA COMMUNITY BANKS INC,1170902,6022
FLORIDA EAST COAST INDUSTRIES INC,740796,4011
FLORIDA GAMING CORP,312065,7990
FLORIDA POWER & LIGHT CO,37634,4911
FLORIDA POWER CORP,37637,4911
FLORIDA PROGRESS CORP,357261,4911
FLORIDA PUBLIC UTILITIES CO,37643,4931
FLORIDA ROCK INDUSTRIES INC,37651,3270
FLOTEK INDUSTRIES INC/CN/,928054,5084
FLOW INTERNATIONAL CORP,713002,3569
FLOWERS FOODS INC,1128928,2000
FLUOR CORP,1124198,1600
FLUSHING FINANCIAL CORP,923139,6035
FLYI INC,904020,4512
FMB EQUIBANC INC,1135374,6021
FMC CORP,37785,2800
FMC TECHNOLOGIES INC,1135152,3533
FMS FINANCIAL CORP,839845,6035
FNB BANCORP/CA/,1163199,6022
FNB CORP \VA\,1010961,6021
FNB CORP/FL/,37808,6021
FNB FINANCIAL SERVICES CORP,742679,6021
FNB United Corp.,764811,6021
FNBH BANCORP INC,943119,6021
FOAMEX INTERNATIONAL INC,912908,3086
FOAMEX L P,890080,3086
FOCUS ENHANCEMENTS INC,884719,3576
FOG CUTTER CAPITAL GROUP INC,1048566,6798
"FOLDERA, INC",717945,5090
FONAR CORP,355019,3845
FONIX CORP,855585,4813
FOOD TECHNOLOGY SERVICE INC,868267,7389
"FOODARAMA SUPERMARKETS, INC.",37914,5411
FOOT LOCKER INC,850209,5661
FOOTHILLS RESOURCES INC,1133494,1311
FOOTSTAR INC,1011308,5661
FORBES MEDI TECH INC,1087477,2834
FORCE PROTECTION INC,1032863,3790
Ford Credit Auto Owner Trust 2004-A,1290724,6189
FORD MOTOR CO,37996,3711
FORD MOTOR CREDIT CO,38009,6159
FORDING CANADIAN COAL TRUST,1158113,1221
"FOREFRONT HOLDINGS, INC.",1103121,3949
FORESIGHT SPECIALISTS INC,1140460,9995
FOREST CITY ENTERPRISES INC,38067,6512
FOREST LABORATORIES INC,38074,2834
FOREST OIL CORP,38079,1311
FORGENT NETWORKS  INC,884144,7373
FORGOTTEN INVESTMENTS CO INC,1105300,9995
FORLINK SOFTWARE CORP INC,866458,7372
FORME CAPITAL INC,808047,6500
FORMFACTOR INC,1039399,3674
FORMULA SYSTEMS (1985) LTD,1045986,7371
FORRESTER RESEARCH INC,1023313,8700
FORSTER DRILLING CORP,744667,9995
Fortuna Gaming Corp.,1210536,7900
FORTUNE BRANDS INC,789073,3430
"FORTUNE INDUSTRIES, INC.",851249,4899
FORWARD AIR CORP,912728,4731
FORWARD INDUSTRIES INC,38264,3089
FOSSIL INC,883569,3873
FOSTER L B CO,352825,5051
FOSTER WHEELER LTD,1130385,1600
Foundation Coal CORP,1310023,1221
"Foundation Coal Holdings, Inc.",1301063,1221
FOUNDRY NETWORKS INC,1090071,3576
FOUR OAKS FINCORP INC,1040799,6022
FOUR SEASONS HOTELS INC,1030555,7011
FOX STRATEGIC HOUSING INCOME PARTNERS,800080,6500
"FOXHOLLOW TECHNOLOGIES, INC.",1217688,3841
"FP Technology, Inc.",1012316,7310
FPB BANCORP INC,1162245,6021
FPIC INSURANCE GROUP INC,1010247,6311
FPL GROUP INC,753308,4911
FRAMEWAVES INC,788611,7600
FRANCE TELECOM /,1038143,4813
FRANKLIN AUTO TRUST 2003-2,1271505,6189
Franklin Auto Trust 2004-1,1298553,6189
FRANKLIN BANK CORP,1207070,6036
FRANKLIN COVEY CO,886206,2780
FRANKLIN CREDIT MANAGEMENT CORP/DE/,831246,6199
FRANKLIN ELECTRIC CO INC,38725,3621
FRANKLIN ELECTRONIC PUBLISHERS INC,356841,3579
FRANKLIN FINANCIAL SERVICES CORP /PA/,723646,6022
FRANKLIN LAKE RESOURCES INC /NV,879519,1000
FRANKLIN RESOURCES INC,38777,6282
FRANKLIN STREET PROPERTIES CORP /MA/,1031316,6798
FRANKLYN RESOURCES II INC /CO,1101226,9995
FRANKLYN RESOURCES III INC,1107563,3537
FRAWLEY CORP,38824,6552
FREDERICK COUNTY BANCORP INC,1258831,6035
FREDS INC,724571,5331
FREEDOM BANCSHARES INC,1216997,6022
FREEDOM RESOURCES ENTERPRISES INC,1045390,7389
FREEDOM TAX CREDIT PLUS LP,854926,6513
FREEGOLD VENTURES LTD,1064052,1040
FREEPORT MCMORAN COPPER & GOLD INC,831259,1000
FREESCALE SEMICONDUCTOR INC,1272547,3674
FREESTAR TECHNOLOGY CORP,1102301,3579
FREMONT GENERAL CORP,38984,6022
FREMONT HOME LOAN TRUST 2004-1,1288911,6189
FREMONT HOME LOAN TRUST 2004-2,1302768,6189
Fremont Home Loan Trust 2004-3,1306925,6189
Fremont Home Loan Trust 2004-4,1311539,6189
FREMONT HOME LOAN TRUST 2004-B,1290264,6189
Fremont Home Loan Trust 2004-C,1302049,6189
FREMONT MICHIGAN INSURACORP INC,1271245,6331
FREQUENCY ELECTRONICS INC,39020,3825
FRESENIUS MEDICAL CARE CORP,1019600,8090
FRESH DEL MONTE PRODUCE INC,1047340,100
FRIEDMAN BILLINGS RAMSEY GROUP INC,1209028,6798
FRIEDMAN INDUSTRIES INC,39092,3310
FRIENDLY ICE CREAM CORP,39135,5812
FRISCHS RESTAURANTS INC,39047,5812
FRONTEER DEVELOPMENT GROUP INC,1271129,1400
FRONTIER ENERGY CORP.,793981,1381
FRONTIER FINANCIAL CORP /WA/,716457,6022
FRONTIER FUND,1261379,6221
FRONTIER OIL CORP /NEW/,110430,2911
FRONTLINE LTD /,913290,4412
FROZEN FOOD EXPRESS INDUSTRIES INC,39273,4213
FRUIT OF THE LOOM UNSECURED CREDITORS TRUST,1256923,9995
FSI INTERNATIONAL INC,841692,3559
"FTD Group, Inc.",1283157,7389
FTI CONSULTING INC,887936,8742
FUEL TECH N V,846913,3564
FUELCELL ENERGY INC,886128,3690
FUELNATION INC,910111,5172
FULL HOUSE RESORTS INC,891482,7990
FULLCIRCLE REGISTRY INC,1127993,7389
FULLER H B CO,39368,2891
FULLNET COMMUNICATIONS INC,1092570,7374
FULTON BANCSHARES CORP,850626,6021
FULTON FINANCIAL CORP,700564,6021
FUND AMERICA INVESTORS CORP II,895730,6189
FUNDTECH LTD,1054836,7372
FURIA ORGANIZATION INC /DE/,757563,7812
FURNITURE BRANDS INTERNATIONAL INC,50957,2510
FUSA CAPITAL CORP,1131903,7374
FUSION TELECOMMUNICATIONS INTERNATIONAL INC,1071411,4813
FUTOMIC INDUSTRIES INC,1120088,3674
FUTUREMEDIA PLC,906476,7372
FUTURES STRATEGIC TRUST,1005006,6221
FX ENERGY INC,907649,1311
G III APPAREL GROUP LTD /DE/,821002,2300
G REIT INC,1164246,6798
G WILLI FOOD INTERNATIONAL LTD,1030997,5141
G&K SERVICES INC,39648,7200
"G/O BUSINESS SOLUTIONS, INC.",928447,6770
GABRIEL TECHNOLOGIES CORP,1009833,7310
GAIAM INC,1089872,7812
GAINSCO INC,786344,6331
GALAXY ENERGY CORP,1132784,1311
GALAXY MINERALS INC,1102217,1000
GALAXY NUTRITIONAL FOODS INC,819527,2020
Gales Industries Inc,1009891,3728
GALLAGHER ARTHUR J & CO,354190,6411
GALLAHER GROUP PLC,1037333,2111
GALLERY OF HISTORY INC,763730,5990
"GAMBINO APPAREL GROUP, INC.",1240093,2844
"GAMCO INVESTORS, INC. ET AL",1060349,6211
GAMEPLAN INC,1095146,9995
GAMES INC,1162093,7372
GAMETECH INTERNATIONAL INC,1045014,7990
GAMEZNFLIX INC,1099234,7841
GAMING & ENTERTAINMENT GROUP INC,1100356,7389
Gaming Partners International CORP,918580,3944
Gamma Pharmaceuticals Inc,904146,6770
GAMMACAN INTERNATIONAL INC,1141222,6770
Gammon Lake Resources Inc.,1078217,1040
GANDER MOUNTAIN CO,1277475,5940
GANNETT CO INC /DE/,39899,2711
GAP INC,39911,5651
GARDNER DENVER INC,916459,3560
GARMIN LTD,1121788,3812
GARUDA CAPITAL CORP,1116539,2060
GAS TRANSPORTER OF THE SOUTH INC,931427,4922
GASCO ENERGY INC,1086319,1311
GATEWAY DISTRIBUTORS LTD,1062760,7389
GATEWAY ENERGY CORP/NE,40194,4922
GATEWAY FINANCIAL HOLDINGS INC,1156953,6021
GATEWAY INC,895812,3571
GATEWAY INTERNATIONAL HOLDINGS INC,1072248,3540
GATEWAY TAX CREDIT FUND II LTD,857115,6513
GATEWAY TAX CREDIT FUND III LTD,881716,6513
GATEWAY TAX CREDIT FUND LTD,824605,6513
GATX CORP,40211,4700
GATX FINANCIAL CORP,357019,4700
GAYLORD ENTERTAINMENT CO /DE,1040829,7011
GB&T BANCSHARES INC,1061068,6022
GBC BANCORP INC,1026231,6022
GCI INC,75679,4899
GCO Education Loan Funding Trust-I,1214159,6189
GE Capital Credit Card Master Note Trust,1290098,6189
GE COMM MORT PASS THROUGH CERT SERIES 2004-C3,1296588,6189
GE COMMERCIAL MORT CORP MORT PASS-THR CERTS SERIES  2004-C2,1285906,6189
GE COMMERCIAL MORT CORP PASS THR CERTS SER 2004-C1,1275438,6189
GEHL CO,856386,3523
GELSTAT CORP,890725,2834
GEMPLUS INTERNATIONAL SA,1128749,3669
GEMSTAR RESOURCES LTD,906361,1400
GEN PROBE INC,820237,8731
GEN RX INC,841543,6770
GENAERA CORP,880431,2836
GENCOR INDUSTRIES INC,64472,3531
GENCORP INC,40888,3060
GENE LOGIC INC,1043914,2835
GENELABS TECHNOLOGIES INC /CA,874443,2834
GENELINK INC,941020,8071
GENEMAX CORP,1094038,7389
GENENTECH INC,318771,2834
"Gener8xion Entertainment, Inc.",803034,7812
GENERAL CABLE CORP /DE/,886035,3357
GENERAL COMMUNICATION INC,808461,4813
"GENERAL COMPONENTS, INC.",1160764,7389
GENERAL DATACOMM INDUSTRIES INC,40518,3661
GENERAL DEVICES INC,40528,4955
GENERAL DYNAMICS CORP,40533,3730
GENERAL ELECTRIC CAPITAL CORP,40554,6141
GENERAL ELECTRIC CAPITAL SERVICES INC/CT,797463,6141
GENERAL ELECTRIC CO,40545,3600
GENERAL EMPLOYMENT ENTERPRISES INC,40570,7361
GENERAL ENVIRONMENTAL CORP/NH,1065734,4953
"GENERAL ENVIRONMENTAL MANAGEMENT, INC",894556,6770
GENERAL GEOPHYSICS CO,1037962,1382
GENERAL GROWTH PROPERTIES INC,895648,6798
GENERAL KINETICS INC,40675,3490
GENERAL MARITIME CORP/,1127269,4412
GENERAL METALS CORP,1060910,7389
GENERAL MILLS INC,40704,2040
GENERAL MOTORS CORP,40730,3711
"GENERAL NUTRITION CENTERS, INC.",1286045,5400
GENERAL STEEL HOLDINGS INC,1239188,3310
GENEREX BIOTECHNOLOGY CORP,1059784,2834
GENESCO INC,18498,5661
GENESEE & WYOMING INC,1012620,4011
GENESEE CORP,40934,2082
GENESIS BIOVENTURES INC,1084966,8071
GENESIS COMPANIES GROUP INC,862320,6770
GENESIS ENERGY LP,1022321,5171
GENESIS HEALTHCARE CORP,1236736,8051
GENESIS MICROCHIP INC /DE,1161396,3674
GENESIS REALTY GROUP INC,1128725,7389
GENESIS TECHNOLOGY GROUP INC,1091164,7389
GENESYS SA,1125276,4899
GENETHERA INC,1017110,2836
"Genex Pharmaceutical, Inc.",1197380,3841
GENIO GROUP INC,1100779,3944
GENITOPE CORP,1028358,2836
GENIUS PRODUCTS INC,1098016,7819
GENLYTE GROUP INC,833076,3640
GENOMED INC,1169417,2834
"GeNOsys, Inc.",1145328,2834
GENSYM CORP,1005387,7372
GENTA INC DE/,880643,2836
GENTEK INC,1077552,3714
GENTERRA INC,1220859,6500
GENTEX CORP,355811,3714
GENTIVA HEALTH SERVICES INC,1096142,8082
GENTRY RESOURCES LTD,1067483,1382
GENUINE PARTS CO,40987,5013
GENVEC INC,934473,2834
GENWORTH FINANCIAL INC,1276520,6311
GENZYME CORP,732485,2836
GEO GROUP INC,923796,8744
GEOCOM RESOURCES INC,1141787,1381
GEODYNE ENERGY INCOME LIMITED PARTNERSHIP II-F,850506,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP I-D,799178,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP I-E,806613,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP I-F,811031,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II A,824894,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-B,826345,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-C,833054,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-D,833526,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-E,842881,6189
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-G,851724,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP II-H,854062,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-A,860745,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-B,863835,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-C,863837,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-D,870229,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-E,872121,1311
GEODYNE ENERGY INCOME LTD PARTNERSHIP III-F,873739,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INC LTD PARTNERSHIP P-3,854066,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INC LTD PARTNERSHIP P-7,888240,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INC LTD PARTNERSHIP P-8,888239,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INCOME LP P-5,863832,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INCOME LTD PART P-6,869801,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INCOME LTD PTNSHIP P-4,860744,1311
GEODYNE INSTITUTIONAL PENSION ENERGY INCOME P-1 LTD PTNSHIP,850427,1311
GEOGLOBAL RESOURCES INC,896726,1381
GEOKINETICS INC,314606,1311
"Geopharma, Inc.",1098315,2834
GEORESOURCES INC,41023,1311
George Foreman Enterprises Inc,1079786,3652
"Georgetown Bancorp, Inc.",1302709,6036
GEORGIA CAROLINA BANCSHARES INC,1044082,6022
GEORGIA GULF CORP /DE/,805264,2810
GEORGIA POWER CO,41091,4911
"Georgia Trust Bancshares, Inc.",1295195,6021
GEOTEC THERMAL GENERATORS INC,1087717,5050
GERBER SCIENTIFIC INC,41133,3559
GERDAU AMERISTEEL CORP,1203748,3312
GERDAU S.A.,1073404,3310
"GERMAN AMERICAN BANCORP, INC.",714395,6022
GERON CORP,886744,2834
GETTY COPPER INC,1052204,1000
GETTY IMAGES INC,1047202,7330
GETTY REALTY CORP /MD/,1052752,6500
GEVITY HR INC,1035185,8741
GFI Group Inc.,1292426,6200
GFR PHARMACEUTICALS INC,1096294,2834
GIANT INDUSTRIES INC,856465,2911
GIANT MOTORSPORTS INC,1204947,5900
"GIBRALTAR INDUSTRIES, INC.",912562,3310
GIFT LIQUIDATORS INC,1286218,5099
GIGA TRONICS INC,719274,3825
GIGABEAM CORP,1279831,3663
GIGAMEDIA LTD,1105101,7370
GILAT SATELLITE NETWORKS LTD,897322,3663
GILDAN ACTIVEWEAR INC,1061894,2300
GILEAD SCIENCES INC,882095,2836
GILMAN & CIOCIA INC,914142,7200
GIVEMEPOWER CORP,1064722,7372
GIVEN IMAGING LTD,1126140,3841
GL ENERGY & EXPLORATION INC,1122771,1000
GLACIER BANCORP INC,868671,6022
GLACIER WATER SERVICES INC,883505,5960
GLADSTONE COMMERCIAL CORP,1234006,6519
GLAMIS GOLD LTD,782819,1040
GLASSMASTER CO,109870,2820
GLATFELTER P H CO,41719,2621
GLAXOSMITHKLINE PLC,1131399,2834
GLEN BURNIE BANCORP,890066,6022
GLENAYRE TECHNOLOGIES INC,808918,3663
GLENBOROUGH REALTY TRUST INC,929454,6500
Glencairn Gold CORP,1311967,1040
GLI HOLDING CO,813041,4100
GLIMCHER REALTY TRUST,912898,6798
"GLOBAL AIRCRAFT SOLUTIONS, INC.",854171,4581
GLOBAL AXCESS CORP,852570,6199
"Global Beverage Solutions, Inc.",1084133,0
GLOBAL BUSINESS SERVICES INC,1082431,7389
"Global Cash Access, Inc.",1296347,6199
GLOBAL CASINOS INC,727346,7990
"GLOBAL CONCEPTS, LTD.",1055313,4231
GLOBAL CROSSING LTD,1061322,4813
GLOBAL DIGITAL SOLUTIONS INC,1011662,2844
GLOBAL DIVERSIFIED INDUSTRIES INC,1090461,7389
GLOBAL ENERGY GROUP INC,1099358,3580
GLOBAL ENERGY INC,1090967,7389
GLOBAL ENTERTAINMENT CORP,885780,7900
GLOBAL ENTERTAINMENT HOLDINGS/EQUITIES INC,1096050,7372
GLOBAL EPOINT INC,896195,3580
"GLOBAL FOOD TECHNOLOGIES, INC.",1122108,8731
"Global General Technologies, Inc.",1092455,7389
GLOBAL GOLD CORP,319671,1040
GLOBAL GREEN SOLUTIONS INC.,1277576,1040
GLOBAL IMAGING SYSTEMS INC,1050167,5040
Global Immune Technologies Inc.,1105284,1000
GLOBAL INDUSTRIES LTD,895663,1389
GLOBAL INNOVATIVE SYSTEMS INC,1108891,3690
GLOBAL LINKS CORP,949728,8742
GLOBAL MACRO TRUST,1145765,6221
"GLOBAL MATRECHS, INC.",1021226,6794
GLOBAL MED TECHNOLOGIES INC,1009463,8741
"Global Music International, Inc.",1308841,4841
Global National Communications Corp.,1134018,1000
"GLOBAL PARI-MUTUEL SERVICES, INC.",1137417,6770
GLOBAL PAYMENT TECHNOLOGIES INC,933020,3578
GLOBAL PAYMENTS INC,1123360,7389
GLOBAL POWER EQUIPMENT GROUP INC/,1136294,3443
GLOBAL PRECISION MEDICAL INC,1095556,3841
GLOBAL PREFERRED HOLDINGS INC,947716,6311
Global Realty Development Corp,1118629,6500
GLOBAL SIGNAL INC,1278382,6798
GLOBAL SOURCES LTD /BERMUDA,1110650,7310
GLOBAL TECH APPLIANCES INC,1057708,3634
"Global Wataire, Inc.",1121901,3580
"GlobalOptions Group, Inc.",1294649,8742
GLOBALSANTAFE CORP,1038914,1381
GLOBALSCAPE INC,1112920,7372
GLOBALWISE INVESTMENTS INC,1081745,6770
GLOBECOMM SYSTEMS INC,1031028,3663
GLOBETECH VENTURES CORP,947994,1040
GLOBETEL COMMUNICATIONS CORP,919742,4813
GLOBETRAC INC,1143238,4813
GLOBIX CORP,1003111,7370
GLOBUS INTERNATIONAL RESOURCES CORP,1033114,5141
GLOWPOINT INC,746210,4813
GLYCOGENESYS  INC,946661,2836
GMAC COMMERCIAL MORTGAGE PASS-THR CERTS SER 2004-C1,1285418,6189
GMAC LLC,40729,6172
"GMAC Mortgage Pass-Through Certificates, Series 2004-AR1",1289087,6189
GMACM HOME EQUITY LOAN TRUST 2004-HE3,1295895,6189
GMACM Home Equity Loan Trust 2004-HE4,1307463,6189
GMACM HOME EQUITY LOAN TRUST 2004-HE5,1309810,6189
GMACM Home Loan Trust 2004-HLTV1,1304860,6189
GMACM Mortgage Loan Trust 2004-GH1,1309310,6189
"GMACM Mortgage Pass-Through Cerificates, Series 2004-J5",1309395,6189
GMACM Mortgage Pass-Through Certificates Series 2004-AR2,1298484,6189
"GMACM Mortgage Pass-Through Certificates, Series 2004-J2",1290694,6189
"GMACM Mortgage Pass-Through Certificates, Series 2004-J3",1293572,6189
"GMACM Mortgage Pass-Through Certificates, Series 2004-J4",1300670,6189
"GMACM Mortgage Pass-Through Certificates, Series 2004-J6",1313238,6189
GMH Communities Trust,1293200,6513
GMX RESOURCES INC,1127342,1311
GNC CORP,1273886,5400
GOAMERICA INC,1101268,4812
Gol Intelligent Airlines Inc.,1291733,4512
GOLAR LNG LTD,1207179,4400
GOLD FIELDS LTD,1172724,1040
GOLD HILL CORPORATION,774491,6795
GOLD RESERVE INC,1072725,1040
GOLD STANDARD INC,42136,1040
GOLDCORP INC,919239,1040
GOLDEN CHIEF RESOURCES INC,752391,1311
GOLDEN CYCLE GOLD CORP,719754,1040
GOLDEN EAGLE INTERNATIONAL INC,869531,1000
GOLDEN ENTERPRISES INC,42228,2090
GOLDEN GRAIN ENERGY,1206942,2860
GOLDEN NUGGET INC,1278868,7990
GOLDEN OVAL EGGS LLC,1271285,2000
GOLDEN PATRIOT CORP,1080036,1382
GOLDEN PHOENIX MINERALS INC /MN/,1042784,1000
GOLDEN QUEEN MINING CO LTD,1025362,1000
GOLDEN RIVER RESOURCES CORP.,814904,1000
Golden Spirit Enterprises Ltd.,1076262,1000
GOLDEN STAR RESOURCES LTD,903571,1040
GOLDEN STATE PETRO IOM I A PLC,1038460,4400
GOLDEN STATE PETRO IOM I B PLC,1038461,4400
GOLDEN STATE PETROLEUM TRANSPORT CORP,1038286,4400
Golden State Water CO,92116,4941
GOLDEN TELECOM INC,1089874,4812
GOLDEN WEST FINANCIAL CORP /DE/,42293,6035
GOLDFIELD CORP,42316,1623
GOLDLEAF FINANCIAL SOLUTIONS INC.,1069469,7372
GOLDMAN SACHS GROUP INC/,886982,6211
GOLDMAN SACHS HEDGE FUND PARTNERS LLC,1173394,6211
GOLDSPRING INC,1120970,1040
GOLF ROUNDS COM INC,319016,9995
GOLF TRUST OF AMERICA INC,1024126,6798
GOLFGEAR INTERNATIONAL INC,1053210,3949
GOLFSMITH INTERNATIONAL HOLDINGS INC,1202273,5940
GOOD BUDDYS COFFEE EXPRESS INC,1221749,5810
GOOD TIMES RESTAURANTS INC,825324,5812
GOODRICH PETROLEUM CORP,943861,1311
GOODYEAR TIRE & RUBBER CO /OH/,42582,3011
Google Inc.,1288776,7370
GORMAN RUPP CO,42682,3561
GOTTSCHALKS INC,790414,5311
GOURMET HERB GROWERS INC,1059885,6770
GOUVERNEUR BANCORP INC,1063942,6035
GOVERNMENT BACKED TRUST T-1,841535,6189
GOVERNMENT PROPERTIES TRUST INC,1266112,6798
GOVERNMENT TRUST 1 D,837583,6153
GOVERNMENT TRUST 2 F,842900,6153
GOVERNOR & CO OF THE BANK OF IRELAND,1022575,6029
GP STRATEGIES CORP,70415,8200
GPC BIOTECH AG,1117629,2834
"GPS INDUSTRIES, INC.",29233,3669
Gracechurch Card Funding (No. 7) PLC,1300052,6189
GRACECHURCH CARD FUNDING NO 2 PLC,1192695,6189
GRACECHURCH CARD FUNDING NO 3 PLC,1221842,6189
